agency_type,product_name,gender,duration,destination,net_sales_SGD,age,claim,age_group
Travel Agency,2 way Comprehensive Plan,Not Specified,26,THAILAND,28.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,101,UNITED STATES,66.0,39,0,Adult Travelers
Airlines,Ticket Protector,Not Specified,145,SINGAPORE,1.61,48,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,88,UNITED STATES,102.0,45,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,222,MYANMAR,20.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,12,INDONESIA,20.0,36,0,Adult Travelers
Travel Agency,Comprehensive Plan,F,176,MALAYSIA,29.0,76,0,Senior Citizen Travelers
Travel Agency,Cancellation Plan,Not Specified,38,CHINA,26.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,6,MALAYSIA,9.9,45,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,165,PHILIPPINES,10.0,36,0,Adult Travelers
Airlines,Silver Plan,F,14,SINGAPORE,43.55,47,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,16,MALAYSIA,10.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,13,THAILAND,21.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,19,CHINA,25.0,36,0,Adult Travelers
Airlines,Value Plan,M,2,BRUNEI DARUSSALAM,15.0,66,0,Senior Citizen Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,21,UNITED STATES,9.9,28,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,69,AUSTRALIA,81.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,69,AUSTRALIA,59.4,40,0,Adult Travelers
Airlines,Bronze Plan,M,8,SINGAPORE,20.0,36,0,Adult Travelers
Airlines,Annual Silver Plan,F,365,SINGAPORE,216.0,47,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,8,THAILAND,75.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,45,AUSTRALIA,79.2,31,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,56,ITALY,94.0,36,0,Adult Travelers
Airlines,Ticket Protector,Not Specified,169,SINGAPORE,1.32,48,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,2,INDIA,12.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,4,MALAYSIA,20.0,45,0,Adult Travelers
Airlines,Basic Plan,M,10,CHINA,35.0,59,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,19,SINGAPORE,21.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,10,THAILAND,29.7,31,0,Adult Travelers
Airlines,Silver Plan,F,34,SINGAPORE,109.0,27,0,Young Adult Travelers
Airlines,Basic Plan,F,39,INDONESIA,33.0,44,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,18,SINGAPORE,20.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,40,CROATIA,80.0,36,0,Adult Travelers
Airlines,Bronze Plan,M,18,SINGAPORE,33.5,68,0,Senior Citizen Travelers
Travel Agency,Cancellation Plan,Not Specified,49,"KOREA, REPUBLIC OF",19.0,36,0,Adult Travelers
Airlines,Bronze Plan,M,40,SINGAPORE,72.5,26,1,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,13,THAILAND,10.0,26,0,Young Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,13,CANADA,39.6,40,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,6,MALAYSIA,10.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,13,NEW ZEALAND,99.0,51,0,Adult Travelers
Airlines,Silver Plan,M,8,SINGAPORE,22.5,41,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,21,"KOREA, REPUBLIC OF",10.0,25,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,29,CHINA,27.0,37,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,35,HONG KONG,22.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,5,THAILAND,10.0,49,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,109,THAILAND,39.6,49,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,13,CHINA,35.0,36,0,Adult Travelers
Airlines,Basic Plan,M,14,CHINA,35.0,47,0,Adult Travelers
Airlines,Silver Plan,F,41,SINGAPORE,33.5,29,0,Young Adult Travelers
Airlines,Value Plan,M,15,BRUNEI DARUSSALAM,31.0,37,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,41,AUSTRALIA,28.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,20,MALAYSIA,20.0,36,0,Adult Travelers
Airlines,Basic Plan,M,15,CHINA,22.0,38,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,50,THAILAND,10.0,27,0,Young Adult Travelers
Airlines,Annual Silver Plan,F,365,SINGAPORE,291.75,28,0,Young Adult Travelers
Airlines,Bronze Plan,M,161,SINGAPORE,34.5,44,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,154,MALAYSIA,10.0,34,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,13,UNITED ARAB EMIRATES,69.3,31,0,Adult Travelers
Airlines,Silver Plan,M,7,SINGAPORE,18.5,37,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,90,THAILAND,22.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,6,THAILAND,12.0,31,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,2,SINGAPORE,11.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,20,MALAYSIA,29.7,38,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,4,FRANCE,19.8,28,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,18,INDONESIA,19.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,49,SPAIN,99.0,49,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,23,NETHERLANDS,28.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,4,INDONESIA,22.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,3,MALAYSIA,20.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,9,THAILAND,29.7,30,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,27,INDONESIA,20.0,51,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,17,AUSTRALIA,138.6,31,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,8,INDONESIA,12.0,45,1,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,13,MALAYSIA,39.6,49,0,Adult Travelers
Airlines,Basic Plan,F,35,INDONESIA,22.0,53,0,Adult Travelers
Airlines,Silver Plan,F,10,SINGAPORE,27.0,25,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,88,VIET NAM,20.0,36,0,Adult Travelers
Airlines,Value Plan,F,4,BRUNEI DARUSSALAM,15.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,29,MALAYSIA,9.9,51,0,Adult Travelers
Airlines,Bronze Plan,F,13,SINGAPORE,20.0,42,0,Adult Travelers
Airlines,Silver Plan,F,4,SINGAPORE,45.0,51,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,330,PERU,22.0,26,0,Young Adult Travelers
Airlines,Ticket Protector,Not Specified,34,SINGAPORE,3.44,48,0,Adult Travelers
Airlines,Bronze Plan,F,8,SINGAPORE,17.0,75,0,Senior Citizen Travelers
Travel Agency,Cancellation Plan,Not Specified,28,CANADA,11.0,65,0,Senior Citizen Travelers
Airlines,Gold Plan,M,65,SINGAPORE,33.5,32,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,9,MALAYSIA,55.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,46,HONG KONG,20.0,35,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,9,SINGAPORE,20.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,78,PHILIPPINES,33.0,36,0,Adult Travelers
Airlines,Silver Plan,M,10,SINGAPORE,33.5,24,0,Young Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,23,AUSTRALIA,89.1,33,0,Adult Travelers
Airlines,Basic Plan,M,6,HONG KONG,22.0,55,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,15,SINGAPORE,31.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,93,NEW ZEALAND,138.6,53,0,Adult Travelers
Airlines,Basic Plan,M,13,INDONESIA,22.0,38,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,28,VIET NAM,10.0,36,0,Adult Travelers
Airlines,Value Plan,Not Specified,6,BRUNEI DARUSSALAM,15.0,50,0,Adult Travelers
Airlines,Value Plan,Not Specified,3,BRUNEI DARUSSALAM,15.0,33,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,13,"KOREA, REPUBLIC OF",42.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,30,"TAIWAN, PROVINCE OF CHINA",20.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,9,"TAIWAN, PROVINCE OF CHINA",45.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,3,MYANMAR,10.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,8,MALAYSIA,10.0,38,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,59,CHINA,20.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,35,JAPAN,29.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,21,MALAYSIA,20.0,36,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,4,MONGOLIA,38.0,35,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,17,INDONESIA,15.0,35,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,14,PHILIPPINES,10.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,5,THAILAND,22.0,49,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,40,UNITED STATES,16.0,25,0,Young Adult Travelers
Airlines,Bronze Plan,M,11,SINGAPORE,27.0,32,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,9,CHINA,43.0,35,0,Adult Travelers
Airlines,24 Protect,F,16,CAMBODIA,3.22,48,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,75,PHILIPPINES,10.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,47,PHILIPPINES,14.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,22,INDONESIA,35.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,4,INDONESIA,20.0,44,0,Adult Travelers
Airlines,24 Protect,F,121,CAMBODIA,14.11,48,0,Adult Travelers
Airlines,24 Protect,F,2,PHILIPPINES,4.95,48,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,106,HONG KONG,53.0,35,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,7,FRANCE,19.8,31,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,29,THAILAND,22.0,36,0,Adult Travelers
Airlines,Silver Plan,F,11,SINGAPORE,41.5,35,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,20,HONG KONG,28.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,5,INDONESIA,24.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,13,GREECE,29.7,46,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,2,JAPAN,18.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,140,THAILAND,10.0,25,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,91,UNITED STATES,76.0,39,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,4,QATAR,80.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,104,UNITED KINGDOM,89.1,45,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,5,FRANCE,37.0,36,0,Adult Travelers
Airlines,Basic Plan,F,63,CHINA,35.0,48,0,Adult Travelers
Airlines,Bronze Plan,F,5,SINGAPORE,16.0,39,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,23,MYANMAR,20.0,36,0,Adult Travelers
Airlines,Basic Plan,F,42,VIET NAM,22.0,46,0,Adult Travelers
Airlines,Annual Silver Plan,F,365,SINGAPORE,252.85,43,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,29,"TAIWAN, PROVINCE OF CHINA",30.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,11,HONG KONG,45.0,58,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,24,HONG KONG,20.0,55,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,17,INDIA,38.0,56,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,134,MALAYSIA,26.0,33,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,18,SINGAPORE,14.0,35,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,82,PHILIPPINES,22.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,62,JAPAN,47.0,36,0,Adult Travelers
Airlines,Basic Plan,F,22,HONG KONG,26.0,37,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,27,SINGAPORE,59.0,36,0,Adult Travelers
Airlines,Value Plan,F,69,SWITZERLAND,167.0,55,0,Adult Travelers
Airlines,Basic Plan,M,26,CHINA,26.0,48,0,Adult Travelers
Airlines,Silver Plan,M,11,SINGAPORE,39.0,23,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,99,INDIA,11.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,35,INDIA,21.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,78,GERMANY,71.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,8,INDONESIA,15.0,36,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,1,CZECH REPUBLIC,20.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,4,CHINA,41.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,118,SINGAPORE,112.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,56,"KOREA, REPUBLIC OF",59.0,36,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,29,THAILAND,20.0,36,0,Adult Travelers
Airlines,Silver Plan,F,35,SINGAPORE,47.5,31,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,7,PHILIPPINES,10.0,36,0,Adult Travelers
Airlines,Bronze Plan,F,47,SINGAPORE,94.0,33,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,77,NORWAY,80.0,36,0,Adult Travelers
Airlines,Value Plan,M,7,CHINA,45.0,30,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,23,HONG KONG,27.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,33,INDONESIA,22.0,37,0,Adult Travelers
Airlines,Basic Plan,M,12,THAILAND,22.0,66,0,Senior Citizen Travelers
Airlines,Silver Plan,F,5,SINGAPORE,27.75,25,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,5,"TAIWAN, PROVINCE OF CHINA",66.0,36,0,Adult Travelers
Airlines,Basic Plan,M,18,INDONESIA,22.0,45,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,24,UNITED KINGDOM,29.7,31,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,71,UNITED STATES,15.0,48,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,33,LUXEMBOURG,34.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,11,THAILAND,10.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,10,CHINA,31.0,36,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,49,SINGAPORE,20.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,74,THAILAND,22.0,29,0,Young Adult Travelers
Airlines,Basic Plan,M,3,VIET NAM,18.0,49,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,282,"KOREA, REPUBLIC OF",37.0,36,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,29,CHINA,20.0,33,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,24,THAILAND,20.0,40,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,44,NEW ZEALAND,99.0,55,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,123,JAPAN,34.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,17,CHINA,44.0,35,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,13,"KOREA, REPUBLIC OF",67.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,172,UNITED KINGDOM,80.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,86,"KOREA, REPUBLIC OF",26.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,30,PHILIPPINES,36.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,63,"KOREA, REPUBLIC OF",10.0,24,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,8,MALAYSIA,27.0,54,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,31,CHINA,34.0,36,0,Adult Travelers
Airlines,Silver Plan,M,6,SINGAPORE,24.5,38,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,3,UNITED STATES,9.9,39,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,18,MALAYSIA,10.0,32,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,35,VIET NAM,18.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,2,SINGAPORE,10.0,47,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,50,UNITED STATES,87.0,68,0,Senior Citizen Travelers
Travel Agency,Cancellation Plan,Not Specified,13,SINGAPORE,16.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,19,MALAYSIA,19.0,33,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,91,CAMBODIA,20.0,36,0,Adult Travelers
Airlines,Bronze Plan,F,12,SINGAPORE,24.0,54,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,56,THAILAND,20.0,41,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,10,INDONESIA,10.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,14,THAILAND,27.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,102,MALAYSIA,10.0,36,0,Adult Travelers
Travel Agency,Value Plan,Not Specified,47,FRANCE,109.0,22,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,5,MALAYSIA,28.0,30,0,Young Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,20,INDIA,12.0,36,0,Adult Travelers
Airlines,Basic Plan,M,47,CHINA,50.0,31,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,49,CAMBODIA,11.0,36,0,Adult Travelers
Airlines,Bronze Plan,F,87,SINGAPORE,52.65,42,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,16,CHINA,29.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,17,"KOREA, REPUBLIC OF",23.0,36,0,Adult Travelers
Airlines,Basic Plan,M,10,MACAO,26.0,27,0,Young Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,13,MALAYSIA,20.0,54,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,3,"KOREA, REPUBLIC OF",30.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,44,MALAYSIA,49.5,46,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,69,SRI LANKA,53.0,36,0,Adult Travelers
Airlines,Basic Plan,M,90,CHINA,44.0,62,0,Senior Citizen Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,21,MALAYSIA,19.8,35,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,2,INDONESIA,21.0,36,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,9,INDONESIA,10.0,54,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,16,MALTA,20.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,62,THAILAND,20.0,54,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,78,MALAYSIA,49.5,31,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,40,CANADA,13.0,24,0,Young Adult Travelers
Airlines,Ticket Protector,Not Specified,314,SINGAPORE,0.51,48,0,Adult Travelers
Airlines,Basic Plan,M,101,CHINA,40.0,51,0,Adult Travelers
Airlines,Value Plan,M,102,CHINA,83.0,45,0,Adult Travelers
Travel Agency,Cancellation Plan,Not Specified,9,THAILAND,38.0,33,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,1,HONG KONG,41.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,5,THAILAND,29.7,56,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,9,NEW ZEALAND,20.0,36,0,Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,10,CHINA,30.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,18,CHINA,36.0,36,0,Adult Travelers
Airlines,Bronze Plan,F,19,SINGAPORE,26.5,36,0,Adult Travelers
Airlines,Basic Plan,M,20,LAO PEOPLE'S DEMOCRATIC REPUBLIC,22.0,39,0,Adult Travelers
Travel Agency,Comprehensive Plan,F,29,THAILAND,29.0,73,0,Senior Citizen Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,11,"KOREA, REPUBLIC OF",112.0,36,0,Adult Travelers
Airlines,Silver Plan,F,11,SINGAPORE,39.0,24,1,Young Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,14,SINGAPORE,20.0,36,0,Adult Travelers
Travel Agency,2 way Comprehensive Plan,Not Specified,23,HONG KONG,43.0,36,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,54,AUSTRALIA,59.4,47,0,Adult Travelers
Travel Agency,Rental Vehicle Excess Insurance,Not Specified,22,AUSTRALIA,59.4,34,0,Adult Travelers
Airlines,Bronze Plan,F,54,SINGAPORE,33.5,23,0,Young Adult Travelers
Travel Agency,1 way Comprehensive Plan,Not Specified,12,VIET NAM,20.0,36,0,Adult Travelers
